学生1,学生2
52,18
46,39
38,42
85,42
52,18
46,39
85,42
52,18
73,74
46,39
85,42
52,18
73,74
46,39
38,42
85,42
52,18
46,39
38,42
85,42
52,18
73,74
46,39
85,42
52,18
53,14
73,74
46,39
85,42
52,18
73,74
46,39
85,42
52,18
73,74
46,39
85,42
52,18
73,74
46,39
85,42
52,18
73,74
46,39
85,42
52,18
73,74
46,39
85,42
52,18
73,74
46,39
85,42
52,18
53,14
46,39
85,42
52,18
53,14
46,39
85,42
52,18
53,14
46,39
85,42
52,18
46,39
85,42
52,18
34,114
46,39
85,42
52,18
46,39
85,42
52,18
46,39
85,42
52,18
46,39
85,42
52,18
46,39
85,42
52,18
46,39
85,42
52,18
46,39
85,42
52,18
46,39
85,42
52,18
46,39
85,42
52,18
46,39
85,42
52,18
46,39
85,42
52,18
53,14
46,39
38,42
85,42
52,18
34,74
46,39
85,42
52,18
53,14
46,39
85,42
52,18
34,74
46,39
85,42
52,18
34,74
46,39
85,42
52,18
34,74
65,22
46,39
86,65
85,42
52,18
34,74
46,39
60,114
86,65
85,42
52,18
46,39
85,42
52,18
34,74
46,39
85,42
52,18
46,39
85,42
52,18
53,14
46,39
85,42
52,18
46,39
85,42
52,18
46,39
85,42
52,18
46,39
85,42
52,18
46,39
85,42
52,18
46,39
85,42
52,18
46,39
85,42
52,18
46,39
85,42
52,18
46,39
85,42
52,18
46,39
85,42
52,18
46,39
85,42
46,39
85,42
46,39
85,42
46,39
85,42
46,39
85,42
52,18
46,39
85,42
46,39
85,42
46,39
85,42
46,39
85,42
46,39
85,42
52,18
46,39
85,42
46,39
85,42
46,39
85,42
46,39
85,42
46,39
85,42
46,39
85,42
46,39
85,42
46,39
85,42
46,39
85,42
46,39
85,42
46,39
85,42
52,18
46,39
85,42
46,39
91,96
8,116
85,42
46,39
91,96
8,116
85,42
46,39
91,96
8,116
85,42
46,39
85,42
34,114
46,39
91,96
85,42
34,114
46,39
85,42
34,114
46,39
85,42
53,14
34,114
46,39
85,42
53,14
34,114
46,39
60,114
85,42
34,114
46,39
85,42
34,114
46,39
85,42
34,114
46,39
65,72
85,42
34,114
46,39
65,72
85,42
34,114
46,39
65,72
85,42
34,114
46,39
65,72
85,42
34,114
46,39
65,72
85,42
34,114
46,39
65,72
85,42
52,18
34,114
46,39
65,72
85,42
34,114
46,39
85,42
34,114
46,39
85,42
34,114
46,39
85,42
34,114
46,39
85,42
34,114
46,39
85,42
34,114
46,39
85,42
34,114
46,39
85,42
34,114
46,39
85,42
34,114
46,39
85,42
34,114
46,39
85,42
34,114
46,39
85,42
34,114
46,39
19,10
85,42
34,114
46,39
85,42
34,114
46,39
65,72
85,42
34,114
46,39
85,42
34,114
46,39
85,42
34,114
46,39
85,42
34,114
46,39
85,42
14,73
34,114
46,39
85,42
14,73
34,114
46,39
85,42
34,114
46,39
85,42
34,114
46,39
85,42
34,114
46,39
85,42
34,114
46,39
85,42
34,114
46,39
85,42
34,114
46,39
85,42
34,114
46,39
85,42
34,114
46,39
85,42
34,114
46,39
85,42
34,114
46,39
85,42
34,114
46,39
85,42
53,14
34,114
46,39
65,72
19,10
85,42
34,114
46,39
65,72
85,42
34,114
46,39
65,72
85,42
34,114
46,39
65,72
19,10
85,42
34,114
46,39
65,72
60,114
91,96
85,42
34,114
46,39
65,72
85,42
34,114
46,39
65,72
19,10
85,42
34,114
46,39
65,72
85,42
34,114
46,39
65,72
9,19
85,42
34,114
46,39
65,72
9,19
85,42
34,114
46,39
65,72
9,19
85,42
53,14
34,114
46,39
122,73
9,19
85,42
34,114
46,39
65,72
9,19
85,42
34,114
46,39
122,73
9,19
85,42
34,114
46,39
65,72
122,73
19,10
9,19
85,42
34,114
46,39
65,72
122,73
9,19
85,42
9,10
34,114
46,39
65,72
85,42
9,10
34,114
46,39
65,72
85,42
34,114
46,39
85,42
34,114
46,39
65,72
85,42
34,114
46,39
85,42
34,114
46,39
85,42
34,114
46,39
65,72
85,42
34,114
46,39
65,72
85,42
34,114
46,39
65,72
85,42
34,114
46,39
65,72
85,42
34,114
46,39
65,72
85,42
34,114
46,39
65,72
9,19
85,42
34,114
46,39
65,72
85,42
34,114
46,39
65,72
85,42
34,114
46,39
65,72
85,42
34,114
46,39
85,42
34,114
46,39
19,10
9,19
85,42
34,114
46,39
9,19
85,42
34,114
46,39
19,10
85,42
34,114
46,39
65,72
19,10
85,42
34,114
46,39
65,72
19,10
9,19
85,42
34,114
46,39
19,10
9,19
85,42
34,114
46,39
9,19
85,42
34,114
46,39
9,19
85,42
34,114
46,39
19,10
9,19
85,42
34,114
46,39
19,10
9,19
85,42
34,114
46,39
19,10
85,42
34,114
46,39
19,10
85,42
34,114
46,39
85,42
34,114
46,39
85,42
34,114
46,39
85,42
34,114
46,39
9,19
85,42
53,14
34,114
46,39
9,19
85,42
53,14
34,114
46,39
9,19
85,42
53,14
34,114
46,39
122,74
60,74
85,42
34,114
46,39
60,74
85,42
116,114
84,6
46,39
8,114
8,116
85,42
116,114
46,39
8,114
9,13
34,114
46,39
9,13
46,39
9,74
60,14
14,114
46,39
9,74
13,74
41,5
85,114
46,39
60,5
60,74
53,20
20,115
9,14
46,39
60,14
60,9
41,39
60,14
14,39
60,13
60,9
14,39
60,14
41,115
60,21
60,114
85,20
14,74
52,22
14,74
52,22
52,22
20,41
20,41
60,91
114,21
20,41
60,52
52,74
60,115
20,74
60,91
91,96
96,20
60,115
61,22
52,115
91,20
91,96
96,20
91,20
91,96
14,20
96,20
60,115
60,20
14,20
91,41
96,20
19,84
60,20
14,20
41,22
20,115
60,20
14,20
52,22
41,22
14,20
41,22
20,22
115,22
60,22
115,22
84,22
84,22
52,20
52,14
52,41
52,14
14,41
20,22
14,20
20,41
41,22
14,41
20,22
20,41
52,14
14,41
20,22
52,14
41,22
20,22
52,41
52,14
41,22
14,41
20,22
14,22
52,14
41,22
14,41
35,22
52,13
14,20
52,14
14,41
46,39
117,22
14,20
52,14
14,41
5,6
9,22
85,13
52,9
20,5
9,13
52,13
53,5
85,13
60,13
60,52
20,5
60,85
53,5
60,85
85,47
53,20
14,41
19,20
52,13
8,6
53,5
52,14
14,13
52,13
6,74
20,5
52,14
14,13
52,13
8,6
6,74
41,5
53,41
20,5
52,14
14,13
52,13
65,72
41,5
20,65
20,5
5,72
14,13
52,53
52,13
9,74
41,10
65,72
8,116
52,14
14,13
52,13
8,116
53,14
20,5
52,14
14,13
52,14
14,13
60,65
8,116
52,14
60,22
14,13
60,72
52,13
60,65
65,72
20,5
52,14
14,13
86,65
8,116
52,20
20,5
52,14
13,47
8,116
20,41
20,5
52,14
8,116
14,20
52,20
60,52
20,41
20,5
34,114
52,13
34,114
60,13
34,114
34,114
34,114
34,114
34,114
34,114
8,116
34,114
34,114
34,114
91,96
34,114
91,96
34,114
34,114
34,114
34,114
34,114
34,114
91,96
85,42
34,114
85,42
34,114
9,19
34,114
60,13
34,114
19,10
34,114
34,114
34,114
85,42
85,42
19,10
46,116
19,10
34,114
46,116
34,114
34,114
34,114
34,114
53,14
34,114
34,114
53,14
53,14
34,114
85,42
85,42
46,116
46,116
8,116
46,116
8,116
46,116
34,114
85,42
85,42
46,116
8,116
46,116
46,116
46,116
46,116
19,10
85,42
19,10
19,10
19,10
19,10
8,116
38,42
38,42
19,10
38,42
19,10
38,42
19,10
38,42
46,116
91,96
53,14
53,14
9,19
53,14
9,19
19,10
9,19
85,42
53,14
19,10
53,14
19,10
53,14
9,19
9,19
53,14
19,10
53,14
9,19
53,14
9,19
53,14
9,19
53,14
9,19
53,14
9,19
53,14
9,19
53,14
34,114
9,19
8,116
53,14
8,116
53,14
14,73
53,14
14,73
19,10
8,116
53,73
53,14
14,73
8,116
53,14
14,73
19,10
9,19
8,116
53,73
53,14
14,73
19,10
9,19
8,116
53,73
14,73
9,19
8,116
19,10
9,19
8,116
53,14
19,10
9,19
8,116
19,10
9,19
8,116
9,19
9,19
8,116
9,19
8,116
46,116
9,19
8,116
46,116
8,116
46,116
34,114
34,114
53,14
53,14
53,14
122,73
53,14
14,73
34,114
91,96
53,73
53,14
14,73
34,114
91,96
91,96
91,96
91,96
91,96
91,96
34,114
60,114
85,42
85,42
85,42
60,114
46,8
53,14
8,116
9,10
8,116
53,14
8,116
53,14
8,116
42,22
8,116
8,116
85,22
8,116
53,14
8,116
8,116
60,13
8,116
60,13
8,116
8,116
8,116
8,116
8,116
53,14
60,13
8,116
53,14
46,8
53,14
46,8
8,116
8,116
19,10
19,10
9,19
53,14
53,14
9,19
60,114
60,13
46,8
46,8
85,22
85,22
46,8
9,19
34,114
46,8
9,19
34,114
46,8
34,114
34,114
53,14
21,6
34,114
60,13
53,14
21,6
21,6
60,114
34,114
9,19
60,13
9,19
19,10
46,8
19,10
46,8
46,8
53,14
85,42
53,14
9,19
20,5
46,8
53,14
53,14
20,5
20,5
85,42
20,5
60,114
60,114
53,14
122,73
60,114
53,14
122,73
60,114
53,14
122,73
60,114
53,14
60,13
53,14
60,13
53,14
53,14
53,14
34,114
19,10
53,14
34,114
53,14
34,114
34,114
34,114
19,10
34,114
19,10
34,114
19,10
53,14
34,114
34,114
34,114
34,114
73,74
34,114
73,74
34,114
73,74
34,114
73,74
34,114
34,114
34,114
34,114
34,114
34,114
34,114
34,114
60,114
60,114
60,114
73,74
53,14
53,14
60,114
60,114
53,14
60,114
53,14
53,14
53,14
73,74
53,14
85,42
53,14
122,73
85,42
53,14
122,73
85,42
53,14
85,42
53,14
53,14
53,14
53,14
60,13
60,13
85,42
85,42
60,114
60,114
60,114
53,14
73,74
60,13
60,13
53,14
60,13
73,74
85,42
60,13
85,42
53,14
85,42
60,114
60,13
85,42
60,13
85,42
73,74
60,114
19,10
19,10
60,13
8,116
85,42
60,5
60,13
8,116
85,42
20,5
8,116
60,91
65,72
86,61
60,91
8,115
85,42
117,65
20,115
85,65
85,42
117,65
20,115
14,65
61,6
61,6
61,6
61,6
61,6
46,84
39,74
39,74
60,53
91,86
116,5
52,116
52,5
52,116
52,5
20,5
34,39
34,116
34,20
52,20
46,47
5,47
14,20
5,47
52,47
20,5
96,114
60,20
96,114
60,20
34,53
46,39
60,39
39,5
60,72
60,5
60,72
60,5
60,5
60,91
60,91
60,91
60,10
60,91
60,91
60,20
60,10
60,91
60,91
60,10
86,72
60,91
60,10
60,10
60,91
91,65
86,65
86,65
86,65
20,5
20,5
20,5
20,5
20,5
20,5
20,5
20,5
20,5
9,115
20,5
65,72
65,72
65,72
46,39
46,39
20,5
46,39
46,39
20,5
46,39
46,39
65,72
46,39
65,72
46,39
46,39
46,39
46,39
60,91
46,39
60,20
46,39
46,39
91,73
46,39
60,91
60,73
65,72
65,72
65,72
65,72
46,39
46,39
115,72
115,72
65,72
65,72
46,39
73,115
60,73
65,72
86,65
60,73
86,65
53,39
53,39
34,60
60,72
60,72
60,85
85,72
60,85
46,39
46,39
85,65
46,39
96,114
85,65
39,5
39,5
46,39
114,115
114,5
46,39
114,5
114,5
114,115
114,115
65,72
114,115
65,72
53,39
85,65
53,39
53,39
53,39
53,39
53,39
53,39
53,39
53,39
53,39
53,39
53,39
53,39
53,39
53,39
53,39
53,39
53,39
114,5
114,5
53,39
114,5
53,39
114,5
53,39
53,39
53,39
53,39
114,5
53,39
114,5
53,39
114,5
53,39
53,39
53,39
53,39
53,39
39,114
53,39
53,39
53,39
53,39
53,39
53,39
53,39
53,39
53,39
53,39
53,39
39,114
53,39
53,39
53,39
53,39
114,5
46,39
53,39
46,114
114,115
114,115
114,5
53,39
5,115
114,5
5,115
114,5
53,39
114,5
53,39
114,115
53,39
53,39
114,115
114,115
53,39
53,39
60,65
53,39
53,39
53,39
41,65
9,53
46,39
46,39
46,39
46,39
46,39
39,5
5,115
46,39
46,39
46,39
85,65
47,42
96,42
34,53
60,96
9,20
8,115
9,20
8,61
41,21
60,42
73,22
13,42
41,21
73,22
9,20
8,61
41,21
60,42
73,22
86,13
65,72
8,61
8,5
60,13
8,61
60,8
41,5
60,13
60,13
85,42
85,22
122,73
85,42
85,22
122,73
65,22
85,22
60,13
60,13
122,73
65,22
122,73
20,5
65,22
65,22
65,22
65,22
122,73
65,22
122,73
65,22
65,22
91,96
65,22
91,96
91,96
91,96
91,96
91,96
122,73
122,73
20,5
65,22
122,73
65,22
122,73
65,22
122,73
65,22
65,22
65,22
65,22
85,22
65,22
53,14
53,14
65,22
122,73
53,14
65,22
20,5
20,5
20,5
20,5
20,5
20,5
65,22
91,96
91,96
91,96
20,5
65,22
122,73
53,14
20,5
65,22
65,22
65,22
65,22
65,22
65,22
20,5
53,14
20,5
60,13
53,14
42,22
60,14
20,13
13,65
60,20
8,20
60,20
8,20
14,41
20,5
60,74
115,61
60,61
19,20
60,61
60,61
60,61
115,61
60,61
60,61
42,22
8,42
60,61
20,13
115,61
85,42
20,13
85,42
20,5
20,22
20,22
85,42
20,22
20,22
20,22
20,22
20,22
13,6
65,22
20,22
91,65
85,13
60,91
5,6
20,22
20,22
14,42
85,73
20,5
13,115
14,115
14,6
85,61
13,115
85,61
85,73
60,13
13,6
53,14
60,13
8,84
8,84
8,84
8,84
8,84
8,84
85,42
8,84
85,42
8,84
8,84
8,84
85,42
8,84
20,5
8,84
20,5
8,84
20,5
8,84
8,84
20,5
20,5
8,84
20,5
8,84
8,84
8,84
20,5
8,84
20,5
8,84
8,84
8,84
8,84
20,5
8,84
8,84
8,84
8,84
8,84
8,84
8,84
8,84
8,84
8,84
20,5
122,73
85,42
122,73
85,42
122,73
122,73
122,73
8,84
122,73
122,73
8,84
122,73
8,84
122,73
8,84
122,73
8,84
122,73
8,84
20,5
8,84
8,84
8,84
8,84
41,5
8,84
8,84
85,42
85,42
85,42
53,14
53,14
53,14
85,42
53,14
85,42
53,14
8,84
85,42
8,84
20,5
8,84
20,5
20,5
8,84
20,5
20,5
8,84
8,84
8,84
8,84
41,5
102,41
8,84
53,14
53,14
8,84
8,84
41,5
8,84
41,5
20,5
20,5
8,84
20,5
8,84
20,5
8,84
20,5
20,5
8,84
8,84
20,5
8,84
8,84
8,84
20,5
8,84
20,5
20,5
85,42
8,84
41,5
41,5
8,84
41,5
8,84
8,84
9,19
8,84
9,19
20,5
8,84
8,84
8,84
20,5
20,5
8,84
20,5
8,84
20,5
8,84
8,84
41,5
41,5
41,5
102,41
20,5
102,41
53,14
41,5
41,5
41,5
8,84
8,84
20,5
85,42
20,5
85,42
20,5
20,5
85,42
41,5
20,5
41,5
102,41
20,5
41,5
41,5
102,41
20,5
41,5
8,84
41,5
20,5
41,5
20,5
41,5
20,5
122,73
85,42
41,5
85,42
41,5
85,42
8,84
8,84
8,84
85,42
20,5
8,84
85,42
8,84
85,42
85,42
85,42
85,42
85,42
8,84
8,84
41,5
20,5
8,84
41,5
8,84
41,5
91,96
102,41
41,5
41,5
8,84
86,65
41,5
91,96
65,72
91,96
65,72
91,96
91,96
20,5
91,96
20,5
91,96
20,5
20,5
8,84
20,5
8,84
20,5
20,5
20,5
20,5
20,5
9,19
9,19
20,5
9,19
102,41
20,5
91,96
41,5
20,5
20,5
20,5
91,96
91,96
41,5
20,5
20,5
20,5
53,14
53,14
20,5
20,5
20,5
20,5
20,5
20,5
20,5
20,5
53,14
20,5
53,14
20,5
20,5
20,5
41,5
20,5
41,5
20,5
65,72
20,5
20,5
20,5
20,5
41,5
20,5
8,84
41,5
20,5
73,74
41,5
73,74
41,5
20,5
20,5
53,14
41,5
41,5
20,5
41,5
20,5
20,5
60,5
20,5
65,72
20,5
20,5
65,72
20,5
65,72
65,72
53,14
53,14
20,5
60,38
65,72
41,5
20,5
41,5
53,14
20,5
20,5
85,13
41,5
102,41
20,5
85,13
41,5
102,41
20,5
41,5
102,41
20,5
41,5
20,5
20,5
85,13
41,5
20,5
85,13
41,5
41,5
53,14
41,5
53,14
20,5
85,13
41,5
53,14
20,5
85,13
41,5
20,5
85,13
41,5
85,13
85,13
85,13
41,5
65,72
85,13
41,5
65,72
85,13
85,13
65,72
85,13
65,72
85,13
65,72
85,13
20,5
52,13
85,13
41,5
85,13
85,13
85,13
102,41
85,13
102,41
102,41
102,41
85,13
102,41
85,13
102,41
85,13
102,41
85,13
102,41
85,13
85,13
85,13
65,72
85,13
85,13
102,41
85,13
102,41
85,13
102,41
65,72
85,13
102,41
65,72
85,13
102,41
65,72
85,13
102,41
65,72
85,13
8,84
20,41
115,61
85,42
60,22
60,91
85,42
60,91
8,13
85,42
13,6
8,22
8,22
41,65
8,22
14,41
41,65
41,65
8,22
65,42
65,61
41,65
41,65
41,65
41,65
41,65
10,65
14,41
14,41
41,65
14,41
14,41
14,41
41,65
41,65
14,41
14,41
14,41
41,65
14,41
14,41
14,41
14,41
14,41
41,65
14,41
41,65
9,65
9,65
52,9
52,9
14,20
41,10
52,18
60,65
60,115
60,5
5,115
41,5
41,5
41,5
41,5
41,5
41,5
41,5
41,5
41,5
41,5
41,5
41,5
41,5
41,5
41,5
41,5
41,5
41,5
41,5
41,5
41,5
13,115
13,115
13,115
13,115
41,5
41,5
41,5
41,5
102,41
102,41
102,41
41,5
102,41
102,41
102,41
102,41
102,41
102,41
102,41
102,41
102,41
102,41
102,41
102,41
102,41
102,41
102,41
102,41
102,41
60,13
60,13
102,41
102,41
65,115
102,5
60,8
8,84
85,22
85,22
53,14
20,5
53,14
20,5
85,22
20,5
53,14
20,5
20,5
20,5
20,5
20,5
20,5
20,5
52,13
20,5
85,22
85,22
85,22
85,22
85,22
20,5
8,84
20,5
20,5
20,5
20,5
53,14
20,5
52,13
20,5
85,22
20,5
20,5
20,5
20,5
20,5
52,13
20,5
85,22
115,61
20,5
20,5
20,5
20,5
115,61
20,5
85,22
115,61
85,22
20,5
20,5
115,61
20,5
85,22
115,61
85,22
115,61
85,22
85,22
85,22
85,22
85,22
85,22
85,22
53,14
85,22
41,5
85,22
115,61
85,22
115,61
41,5
85,22
115,61
85,22
115,61
41,5
85,22
85,22
85,22
85,22
115,61
115,61
85,22
115,61
85,22
115,61
85,22
115,61
85,22
85,22
85,22
85,22
85,22
85,22
85,22
20,5
85,22
85,22
85,22
85,22
85,22
85,22
85,22
85,22
85,22
85,22
85,22
85,22
85,22
53,14
85,22
85,22
85,22
85,22
85,22
85,22
122,73
85,22
85,22
122,73
20,5
9,19
9,19
20,5
9,19
20,5
9,19
85,22
85,22
85,22
85,22
85,22
20,5
85,22
85,22
85,22
85,22
85,22
85,22
85,22
85,22
9,19
85,22
9,19
85,22
9,19
85,22
85,22
122,73
115,61
20,5
9,19
85,22
9,19
85,22
20,5
85,22
20,5
85,22
85,22
85,22
9,19
85,22
9,19
85,22
85,22
115,61
13,42
85,22
115,61
85,22
115,61
85,22
115,61
85,22
85,22
115,61
115,61
20,5
20,5
85,22
115,61
115,61
115,61
115,61
85,22
9,19
115,61
115,61
115,61
115,61
115,61
9,19
115,61
115,61
85,22
115,61
85,22
85,22
20,5
85,22
20,5
85,22
85,22
85,22
52,22
85,22
85,22
52,22
85,22
52,22
85,22
9,19
60,14
115,61
14,13
85,22
52,13
115,61
9,19
115,61
85,22
9,19
115,61
85,22
9,47
9,19
115,61
85,65
9,47
65,22
46,39
85,65
85,42
53,14
13,115
46,39
60,61
46,39
115,61
60,115
14,115
14,8
60,61
46,39
115,61
60,115
60,61
115,61
60,115
60,61
115,6
60,6
115,61
60,115
5,61
60,61
115,6
61,6
41,65
60,6
115,61
60,115
73,74
60,61
115,61
60,115
60,61
41,65
115,61
60,115
60,61
41,65
115,61
60,115
60,61
41,65
6,74
115,61
60,115
60,61
115,74
73,74
60,61
41,65
60,61
6,74
60,61
6,74
60,61
60,61
85,42
60,61
60,61
60,61
60,61
60,61
60,61
60,61
60,61
60,61
53,14
60,61
53,14
53,14
53,14
53,14
53,14
53,14
53,14
53,14
53,14
53,14
53,14
53,14
53,14
53,14
53,14
53,14
53,14
53,14
53,14
35,115
35,115
18,20
18,20
14,5
18,14
18,14
96,13
102,20
14,5
13,5
96,5
96,14
96,13
14,13
13,6
96,13
14,20
14,13
18,13
20,13
20,13
20,41
14,38
41,13
20,13
20,41
14,8
41,5
53,14
20,5
14,13
53,14
20,5
41,5
53,14
20,5
96,13
41,5
20,5
14,38
20,5
14,38
20,5
14,38
14,115
89,73
53,14
53,14
53,14
53,14
53,14
53,14
96,13
53,14
96,13
53,14
96,13
53,14
96,13
53,14
96,13
53,14
53,14
117,22
53,14
117,22
85,22
53,14
52,96
117,22
85,22
53,14
117,22
53,14
52,96
117,22
53,14
52,96
117,22
52,18
53,14
117,22
53,14
52,13
117,22
53,14
52,13
117,22
53,14
117,22
53,14
117,22
53,14
20,5
117,22
53,14
117,22
53,14
117,22
53,14
52,13
117,22
53,14
117,22
53,14
117,22
53,14
117,22
53,14
117,22
53,14
117,22
53,14
117,22
117,22
117,22
20,5
117,22
117,22
117,22
117,22
117,22
117,22
53,14
20,5
117,22
85,22
53,14
117,22
85,22
53,14
117,22
53,14
117,22
85,22
117,22
85,22
53,14
117,22
85,22
85,22
20,5
85,22
20,5
117,22
85,22
53,14
20,5
85,22
53,14
85,22
53,14
52,13
117,22
85,22
53,14
52,96
117,22
85,22
53,14
85,22
53,14
52,96
85,22
53,14
117,22
85,22
52,13
85,22
53,14
117,22
85,22
53,14
117,22
85,22
53,14
21,6
85,22
53,14
21,6
85,22
20,5
85,22
117,22
85,22
53,14
85,22
85,22
85,22
53,14
117,22
85,22
53,14
85,22
53,14
85,22
96,13
117,22
85,22
117,22
85,22
117,22
85,22
53,14
117,22
85,22
53,14
117,22
85,22
53,14
85,22
117,22
85,22
117,22
85,22
117,22
85,22
117,22
85,22
117,22
85,22
52,96
117,22
85,22
52,96
117,22
85,22
52,96
117,22
85,22
117,22
85,22
117,22
85,22
52,96
117,22
85,22
52,96
117,22
85,22
20,5
52,96
117,22
85,22
52,96
20,5
52,96
52,96
85,22
20,5
85,22
85,22
53,14
85,22
53,14
85,22
85,22
85,22
85,22
53,14
85,22
52,13
85,22
20,5
85,22
20,5
85,22
85,22
85,22
85,22
85,22
85,22
85,22
20,5
85,22
85,22
85,22
85,22
85,22
96,13
52,13
85,22
52,13
52,13
85,22
85,22
41,13
52,13
52,13
52,13
20,5
52,13
85,22
20,5
52,13
52,13
20,5
20,5
20,5
52,96
85,22
20,5
52,13
85,22
52,13
52,13
85,22
53,14
20,5
52,13
85,22
13,5
20,5
52,13
85,22
20,5
52,13
85,22
52,13
52,18
52,13
85,22
85,22
86,22
52,13
85,22
52,13
52,13
85,22
96,13
52,13
20,5
52,13
52,13
85,22
52,13
85,22
52,13
86,22
86,22
96,13
96,13
96,13
85,22
96,13
96,13
96,13
96,13
52,18
96,13
96,13
52,18
96,13
96,13
96,13
96,13
52,18
96,13
96,13
96,13
52,18
96,13
20,5
86,22
96,13
85,22
52,18
20,5
96,13
52,13
85,22
52,18
20,5
86,22
96,13
91,86
52,13
85,22
52,18
86,22
96,13
52,13
85,22
41,13
52,18
96,13
52,18
96,13
52,13
52,18
96,13
52,20
52,18
53,14
96,13
73,74
14,73
9,14
39,74
52,18
96,13
52,13
117,22
52,18
53,13
96,13
117,22
20,114
96,42
96,13
5,115
117,22
53,14
117,22
53,14
117,22
86,42
115,47
47,42
86,42
53,41
117,22
117,115
85,42
52,22
5,22
41,22
52,22
52,22
41,22
52,22
41,22
53,14
53,22
14,22
13,42
13,42
14,20
52,22
14,20
52,22
52,5
117,22
41,13
13,5
14,20
52,5
91,86
13,5
52,5
53,14
20,5
53,22
14,22
85,74
13,5
53,14
20,5
14,22
41,13
20,13
53,14
53,22
14,22
53,14
53,22
14,22
117,115
89,65
53,14
53,22
14,22
53,14
9,13
13,22
20,22
114,22
115,22
14,22
53,14
115,22
85,47
85,72
53,14
52,13
52,13
9,22
9,22
9,22
9,14
38,42
20,13
9,22
85,115
91,86
52,13
14,22
85,115
9,14
14,22
14,22
9,38
13,47
53,22
85,115
53,22
86,65
14,22
85,117
86,65
85,72
53,14
35,22
85,22
53,115
53,14
96,13
96,13
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
21,6
85,42
85,42
85,42
85,42
13,73
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
91,86
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
85,42
52,13
52,18
52,18
52,18
52,18
85,42
91,86
91,86
85,42
20,5
85,42
85,42
18,13
85,22
85,22
85,22
85,22
85,22
52,18
85,22
85,22
85,22
85,22
85,22
85,22
85,22
85,22
85,22
85,22
85,22
85,22
85,22
20,5
85,22
85,22
85,22
85,22
85,22
85,22
85,22
85,22
85,22
85,22
85,22
85,22
85,22
85,22
85,22
52,18
52,18
52,18
52,18
52,18
85,22
52,18
85,22
52,18
52,18
34,114
52,18
34,114
52,18
53,14
85,22
85,22
34,114
85,22
34,114
85,22
85,22
85,22
34,114
85,22
85,42
34,114
85,42
96,13
85,42
85,42
85,42
89,74
85,42
20,5
85,42
20,5
85,42
20,5
85,42
20,5
85,22
85,42
85,42
85,42
20,5
85,42
85,22
85,42
85,42
85,22
85,42
85,42
20,5
85,42
20,5
85,42
20,5
85,42
20,5
85,42
20,5
85,42
20,5
85,42
20,5
85,22
85,42
20,5
85,42
20,5
85,42
20,5
85,22
85,42
20,5
85,42
20,5
85,42
20,5
85,42
20,5
85,42
20,5
85,22
85,42
20,5
85,22
85,42
20,5
85,22
85,42
20,5
85,22
85,42
20,5
85,22
85,42
20,5
85,22
85,42
85,22
85,42
85,22
85,42
85,22
85,42
85,22
85,42
20,5
85,22
85,42
20,5
85,22
85,42
20,5
85,22
85,42
20,5
85,22
85,42
20,5
85,22
85,42
20,5
85,22
85,42
85,22
85,42
85,22
85,42
85,22
89,74
85,42
85,22
89,74
85,42
20,5
85,22
85,42
20,5
85,22
89,74
85,42
20,5
85,22
89,74
85,42
20,5
85,22
85,42
20,5
85,22
85,42
85,22
85,42
20,5
85,22
85,42
20,5
85,22
85,42
20,5
85,22
85,42
85,22
85,42
85,22
89,74
85,42
20,5
85,22
85,42
20,5
85,22
85,42
85,22
89,74
85,42
85,22
89,74
85,42
85,22
89,74
85,42
85,22
89,74
85,42
85,22
89,74
85,42
85,22
89,74
85,42
85,22
85,42
85,22
89,74
85,42
85,22
85,42
85,22
89,74
85,42
85,22
85,42
85,22
89,74
85,42
85,22
89,74
85,42
85,22
85,42
85,22
89,74
85,42
85,22
89,74
85,22
89,74
85,42
85,22
85,42
85,22
85,42
85,22
85,42
85,22
85,42
85,22
85,42
85,22
85,42
85,22
85,42
85,22
85,42
85,22
85,42
85,22
85,42
85,22
85,42
85,22
85,42
85,22
85,42
85,22
85,42
85,22
85,42
85,22
85,42
85,22
85,42
85,22
85,42
85,22
85,42
85,22
85,42
85,22
85,42
20,5
85,22
85,42
20,5
85,22
85,42
91,86
52,13
85,22
85,42
91,86
85,22
85,42
91,86
85,22
85,42
20,5
85,22
85,42
85,22
85,42
85,22
85,42
85,22
85,42
85,22
85,42
85,22
85,42
20,5
85,22
85,42
85,22
85,42
85,22
85,42
85,22
8,116
85,42
85,22
8,116
85,42
85,22
8,116
85,42
85,22
8,116
85,42
85,22
8,116
85,42
85,22
8,116
85,42
85,22
8,116
85,42
85,22
8,116
85,42
91,86
85,22
8,116
85,42
53,14
85,22
8,116
85,42
53,14
85,22
8,116
85,42
85,22
13,84
8,116
85,42
